pkt arrive time in UTC,Heartbeat,MACsrc,MACdst,APPID,GOOSElength,gocbRef,Timeallowedtolive,datset,goID,t,Dif_St,Dif_Sq,stNum,sqNum,istest?,num of data,data_Dec,data,I_CB1-66KV,I_CB2-66KV,I_CB3-66KV,I_TRSF1-W1,I_TRSF1-W2,I_CB-TRSF1,I_TRSF2-W1,I_TRSF2-W2,I_CB-TRSF2,I_CB2-22KV,I_FDR1,I_FDR2,I_FDR3,I_FDR4,Status_CB1-22KV,Status_CB3-22KV,Status_CB-FDR1,Status_CB-FDR4
1619331471.81735,1.00042,99,255,4,142,1231,2000,BFP,231,1619331439,0,1,1,31,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331472.53959,1.00109,32,255,2,147,1121,2000,PIOC,121,1619331440,0,1,1,31,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331472.59041,1.00052,23,255,1,147,1111,2000,PIOC,111,1619331439,0,1,1,32,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331472.60202,1.00026,11,255,3,152,1131,2000,PIOC,131,1619331441,0,1,1,30,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331472.81809,1.00074,99,255,4,142,1231,2000,BFP,231,1619331439,0,1,1,32,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331473.53980,1.00021,32,255,2,147,1121,2000,PIOC,121,1619331440,0,1,1,32,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331473.59159,1.00118,23,255,1,147,1111,2000,PIOC,111,1619331439,0,1,1,33,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331473.60227,1.00025,11,255,3,152,1131,2000,PIOC,131,1619331441,0,1,1,31,0,7,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331473.81850,1.00041,99,255,4,142,1231,2000,BFP,231,1619331439,0,1,1,33,0,5,0,0,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331474.54028,1.00048,32,255,2,147,1121,2000,PIOC,121,1619331440,0,1,1,33,0,4,9,1001,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
1619331474.59201,1.00042,23,255,1,147,1111,2000,PIOC,111,1619331439,0,1,1,34,0,4,5,101,17,0,17,17,30,52,17,30,52,0,26,26,26,26,1,1,1,1
